"DS","GCM","OBS","var","scen","files","title"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily High Temperature","Historical","tasmax_day_I35txdetrp1-PARM-B30L01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily High Temperature","Historical","tasmax_day_I35txdetrp1-PARM-B30P01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","CCSM4","Daymet v. 2.1","Daily Low Temperature","Historical","tasmin_day_I35tndetrp1-PARM-Bd10D01K00_historical_r6i1p1_I35Land_19810101-20051231.nc","Historical, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","CCSM4","Livneh v. 1.2","Daily Low Temperature","Historical","tasmin_day_I35tndetrp1-PARM-Bd10L01K00_historical_r6i1p1_I35Land_19810101-20051231.nc","Historical, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","CCSM4","PRISM AN81d v. D1","Daily Low Temperature","Historical","tasmin_day_I35tndetrp1-PARM-Bd10P01K00_historical_r6i1p1_I35Land_19810101-20051231.nc","Historical, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","MIROC5","Daymet v. 2.1","Daily Low Temperature","Historical","tasmin_day_I35tndetrp1-PARM-Bd20D01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","MIROC5","Livneh v. 1.2","Daily Low Temperature","Historical","tasmin_day_I35tndetrp1-PARM-Bd20L01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","MIROC5","PRISM AN81d v. D1","Daily Low Temperature","Historical","tasmin_day_I35tndetrp1-PARM-Bd20P01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily Low Temperature","Historical","tasmin_day_I35tndetrp1-PARM-Bd30D01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily Low Temperature","Historical","tasmin_day_I35tndetrp1-PARM-Bd30L01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily Low Temperature","Historical","tasmin_day_I35tndetrp1-PARM-Bd30P01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
